Property name,No. BRs,No. Beds,No. Baths,No. Guests allowed,Nightly Rate,Cleaning Fee,Rating,No. Reviews,Superhost Status (1 / 0),Amenities,Pets (1 / 0),Property Type,Location,Location Rating,Price_per_Guest,Link,Season
Sample Property 5330,4,4,4.0,8,311.32,185.12,4.5,138,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Old Bend, Bend, OR",4.6,38.91,https://www.airbnb.com/rooms/sample_45469,Shoulder
Sample Property 2909,2,4,2.0,6,156.65,139.29,3.62,50,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Tumalo State Park, Bend, OR",4.1,26.11,https://www.airbnb.com/rooms/sample_17141,Off-Peak
Sample Property 1444,1,2,1.0,2,160.33,88.6,4.04,279,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Southwest Bend, Bend, OR",4.2,80.17,https://www.airbnb.com/rooms/sample_497,Peak
Sample Property 1658,4,4,3.0,9,267.96,223.01,3.59,37,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Sunriver, OR",4.9,29.77,https://www.airbnb.com/rooms/sample_68423,Shoulder
Sample Property 2316,3,4,2.0,8,322.88,171.54,4.97,114,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Larkspur, Bend, OR",4.0,40.36,https://www.airbnb.com/rooms/sample_7943,Peak
Sample Property 5292,5,5,5.0,10,518.4,260.19,3.82,90,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Tumalo State Park, Bend, OR",4.5,51.84,https://www.airbnb.com/rooms/sample_51469,Peak
Sample Property 9907,5,7,5.0,11,351.18,256.79,4.41,177,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Tumalo State Park, Bend, OR",4.2,31.93,https://www.airbnb.com/rooms/sample_27844,Shoulder
Sample Property 5087,1,2,1.0,2,77.67,92.86,4.35,275,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Seventh Mountain, Bend, OR",4.1,38.84,https://www.airbnb.com/rooms/sample_14926,Off-Peak
Sample Property 7686,4,4,4.0,10,177.72,202.04,3.91,20,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Larkspur, Bend, OR",4.3,17.77,https://www.airbnb.com/rooms/sample_62410,Off-Peak
Sample Property 8238,5,5,4.0,12,224.66,256.19,4.71,242,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Seventh Mountain, Bend, OR",4.8,18.72,https://www.airbnb.com/rooms/sample_494,Off-Peak
Sample Property 1761,3,4,2.0,8,141.85,170.49,3.56,270,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Seventh Mountain, Bend, OR",4.7,17.73,https://www.airbnb.com/rooms/sample_70691,Off-Peak
Sample Property 4675,1,3,1.0,2,190.3,92.57,4.1,135,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Summit West, Bend, OR",4.9,95.15,https://www.airbnb.com/rooms/sample_36164,Peak
Sample Property 8507,4,5,4.0,10,433.48,204.49,4.36,74,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Tumalo State Park, Bend, OR",4.7,43.35,https://www.airbnb.com/rooms/sample_83031,Peak
Sample Property 2750,1,2,1.0,3,150.22,90.58,4.04,264,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Larkspur, Bend, OR",4.7,50.07,https://www.airbnb.com/rooms/sample_61537,Shoulder
Sample Property 1770,2,3,1.0,4,93.41,131.8,3.62,124,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Larkspur, Bend, OR",4.2,23.35,https://www.airbnb.com/rooms/sample_13274,Off-Peak
Sample Property 9419,2,3,2.0,6,193.41,135.09,4.61,244,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Larkspur, Bend, OR",4.0,32.23,https://www.airbnb.com/rooms/sample_5742,Shoulder
Sample Property 8441,4,6,3.0,10,294.84,197.14,4.98,84,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Old Bend, Bend, OR",4.3,29.48,https://www.airbnb.com/rooms/sample_17822,Shoulder
Sample Property 7629,5,7,4.0,10,406.19,258.07,4.96,196,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Tumalo State Park, Bend, OR",4.3,40.62,https://www.airbnb.com/rooms/sample_14589,Shoulder
Sample Property 9457,1,1,1.0,4,54.84,74.72,4.06,112,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Sunriver, OR",4.9,13.71,https://www.airbnb.com/rooms/sample_54079,Off-Peak
Sample Property 5677,1,3,1.0,3,146.45,81.39,4.1,271,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Tumalo State Park, Bend, OR",4.5,48.82,https://www.airbnb.com/rooms/sample_97137,Shoulder
Sample Property 1442,1,1,1.0,3,92.7,86.74,4.43,27,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Southwest Bend, Bend, OR",4.3,30.9,https://www.airbnb.com/rooms/sample_2940,Off-Peak
Sample Property 9720,1,2,1.0,2,119.68,85.39,4.9,121,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Summit West, Bend, OR",4.1,59.84,https://www.airbnb.com/rooms/sample_25906,Shoulder
Sample Property 7044,5,6,4.0,11,257.82,238.2,4.53,79,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Old Bend, Bend, OR",4.4,23.44,https://www.airbnb.com/rooms/sample_83109,Off-Peak
Sample Property 8991,5,6,5.0,11,483.01,245.17,4.89,251,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Seventh Mountain, Bend, OR",4.1,43.91,https://www.airbnb.com/rooms/sample_68307,Peak
Sample Property 3822,2,4,1.0,4,225.12,132.95,3.87,270,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Sunriver, OR",4.4,56.28,https://www.airbnb.com/rooms/sample_38139,Peak
Sample Property 5861,3,4,2.0,8,240.55,183.21,4.16,58,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Tumalo State Park, Bend, OR",4.0,30.07,https://www.airbnb.com/rooms/sample_17635,Shoulder
Sample Property 7436,1,2,1.0,3,114.55,77.9,4.39,290,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Tumalo State Park, Bend, OR",5.0,38.18,https://www.airbnb.com/rooms/sample_83730,Off-Peak
Sample Property 7711,2,2,1.0,5,197.87,134.91,4.25,58,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Old Bend, Bend, OR",4.3,39.57,https://www.airbnb.com/rooms/sample_37450,Shoulder
Sample Property 1713,4,4,3.0,8,194.55,223.57,4.83,175,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Southwest Bend, Bend, OR",4.4,24.32,https://www.airbnb.com/rooms/sample_80225,Off-Peak
Sample Property 4708,2,2,1.0,4,190.41,112.6,4.16,249,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Southwest Bend, Bend, OR",5.0,47.6,https://www.airbnb.com/rooms/sample_11826,Shoulder
Sample Property 9065,4,4,4.0,8,240.81,222.55,3.81,105,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Larkspur, Bend, OR",4.0,30.1,https://www.airbnb.com/rooms/sample_17046,Off-Peak
Sample Property 4897,3,5,2.0,8,233.48,170.12,4.41,121,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Summit West, Bend, OR",4.7,29.18,https://www.airbnb.com/rooms/sample_34284,Shoulder
Sample Property 5759,3,5,3.0,7,151.37,176.82,4.85,39,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Old Bend, Bend, OR",4.8,21.62,https://www.airbnb.com/rooms/sample_51053,Off-Peak
Sample Property 1815,2,3,2.0,6,216.17,113.85,4.33,218,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Larkspur, Bend, OR",4.9,36.03,https://www.airbnb.com/rooms/sample_61808,Shoulder
Sample Property 8248,4,6,3.0,8,291.72,222.68,3.8,234,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Seventh Mountain, Bend, OR",4.2,36.47,https://www.airbnb.com/rooms/sample_42688,Shoulder
Sample Property 9774,1,2,1.0,2,94.97,90.8,3.67,64,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Larkspur, Bend, OR",4.7,47.48,https://www.airbnb.com/rooms/sample_77923,Off-Peak
Sample Property 3577,2,3,1.0,5,147.6,130.01,3.99,139,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Summit West, Bend, OR",4.7,29.52,https://www.airbnb.com/rooms/sample_87232,Shoulder
Sample Property 8843,5,5,4.0,12,338.07,255.48,4.38,220,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Seventh Mountain, Bend, OR",4.5,28.17,https://www.airbnb.com/rooms/sample_70826,Shoulder
Sample Property 4621,5,5,4.0,11,471.22,233.78,4.28,195,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Southwest Bend, Bend, OR",4.5,42.84,https://www.airbnb.com/rooms/sample_4924,Peak
Sample Property 1607,2,4,1.0,6,162.35,106.98,4.86,122,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Old Bend, Bend, OR",4.7,27.06,https://www.airbnb.com/rooms/sample_98893,Shoulder
Sample Property 6594,1,1,1.0,3,172.06,89.59,4.5,206,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Summit West, Bend, OR",4.7,57.35,https://www.airbnb.com/rooms/sample_78617,Peak
Sample Property 7999,2,2,1.0,5,98.82,120.58,4.45,242,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Old Bend, Bend, OR",4.2,19.76,https://www.airbnb.com/rooms/sample_86104,Off-Peak
Sample Property 3292,1,1,1.0,2,223.62,95.14,3.88,230,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Southwest Bend, Bend, OR",4.0,111.81,https://www.airbnb.com/rooms/sample_25569,Peak
Sample Property 4065,4,5,3.0,8,395.13,230.13,4.48,28,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Summit West, Bend, OR",4.9,49.39,https://www.airbnb.com/rooms/sample_21519,Peak
Sample Property 7487,4,4,4.0,8,411.9,217.01,4.33,258,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Southwest Bend, Bend, OR",4.7,51.49,https://www.airbnb.com/rooms/sample_90299,Peak
Sample Property 3999,5,5,5.0,11,510.41,239.2,4.79,38,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Tumalo State Park, Bend, OR",5.0,46.4,https://www.airbnb.com/rooms/sample_88914,Peak
Sample Property 2478,3,5,3.0,6,182.17,181.08,4.31,7,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Summit West, Bend, OR",4.7,30.36,https://www.airbnb.com/rooms/sample_46105,Off-Peak
Sample Property 5412,5,7,5.0,12,460.73,254.61,3.93,52,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Old Bend, Bend, OR",4.6,38.39,https://www.airbnb.com/rooms/sample_55782,Peak
Sample Property 4823,3,5,2.0,7,204.86,154.4,4.87,48,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Larkspur, Bend, OR",4.7,29.27,https://www.airbnb.com/rooms/sample_69135,Shoulder
Sample Property 6688,2,4,1.0,6,212.32,148.0,4.82,42,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Southwest Bend, Bend, OR",4.9,35.39,https://www.airbnb.com/rooms/sample_43979,Peak
Sample Property 7900,1,1,1.0,3,148.19,85.77,3.76,211,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Larkspur, Bend, OR",4.3,49.4,https://www.airbnb.com/rooms/sample_84580,Shoulder
Sample Property 6806,1,1,1.0,4,91.59,106.0,3.96,258,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Southwest Bend, Bend, OR",4.7,22.9,https://www.airbnb.com/rooms/sample_51365,Off-Peak
Sample Property 6913,1,1,1.0,3,134.99,88.96,4.79,265,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Old Bend, Bend, OR",4.2,45.0,https://www.airbnb.com/rooms/sample_97273,Shoulder
Sample Property 3611,2,2,2.0,6,284.04,130.09,4.75,95,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Tumalo State Park, Bend, OR",4.3,47.34,https://www.airbnb.com/rooms/sample_80147,Peak
Sample Property 2417,2,3,2.0,4,277.8,123.93,4.26,110,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Seventh Mountain, Bend, OR",4.4,69.45,https://www.airbnb.com/rooms/sample_87053,Peak
Sample Property 3196,1,1,1.0,3,101.31,106.17,3.8,185,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Tumalo State Park, Bend, OR",4.4,33.77,https://www.airbnb.com/rooms/sample_92020,Shoulder
Sample Property 9179,2,3,2.0,5,185.68,129.12,4.9,9,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Summit West, Bend, OR",4.8,37.14,https://www.airbnb.com/rooms/sample_40986,Shoulder
Sample Property 6604,2,4,1.0,6,169.04,125.64,4.86,268,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Sunriver, OR",4.3,28.17,https://www.airbnb.com/rooms/sample_26652,Shoulder
Sample Property 3343,3,4,2.0,8,226.49,156.99,4.69,129,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Tumalo State Park, Bend, OR",4.4,28.31,https://www.airbnb.com/rooms/sample_84423,Shoulder
Sample Property 1107,4,6,4.0,8,187.59,202.45,4.26,90,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Sunriver, OR",4.7,23.45,https://www.airbnb.com/rooms/sample_3810,Off-Peak
Sample Property 5971,4,5,3.0,8,218.12,220.52,4.08,203,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Summit West, Bend, OR",4.7,27.27,https://www.airbnb.com/rooms/sample_48792,Off-Peak
Sample Property 5615,2,4,2.0,6,259.05,132.1,4.14,110,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Sunriver, OR",4.7,43.18,https://www.airbnb.com/rooms/sample_57804,Peak
Sample Property 7096,1,3,1.0,4,155.22,98.48,3.76,53,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Old Bend, Bend, OR",4.4,38.8,https://www.airbnb.com/rooms/sample_79783,Shoulder
Sample Property 2620,5,6,4.0,12,220.92,251.48,4.1,46,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Old Bend, Bend, OR",4.6,18.41,https://www.airbnb.com/rooms/sample_14860,Off-Peak
Sample Property 9243,5,6,5.0,10,231.97,245.93,3.98,52,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Seventh Mountain, Bend, OR",4.1,23.2,https://www.airbnb.com/rooms/sample_85983,Off-Peak
Sample Property 7163,5,7,4.0,11,516.59,251.68,4.11,193,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Tumalo State Park, Bend, OR",4.2,46.96,https://www.airbnb.com/rooms/sample_48349,Peak
Sample Property 3180,3,4,2.0,8,172.58,174.81,4.28,33,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Sunriver, OR",4.0,21.57,https://www.airbnb.com/rooms/sample_81068,Off-Peak
Sample Property 7679,1,1,1.0,2,98.23,98.98,4.99,215,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Southwest Bend, Bend, OR",4.4,49.12,https://www.airbnb.com/rooms/sample_62752,Shoulder
Sample Property 3365,5,5,4.0,10,384.46,243.53,4.67,102,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Tumalo State Park, Bend, OR",4.8,38.45,https://www.airbnb.com/rooms/sample_49397,Shoulder
Sample Property 8849,1,1,1.0,2,86.09,87.67,4.49,120,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Sunriver, OR",4.5,43.05,https://www.airbnb.com/rooms/sample_9229,Off-Peak
Sample Property 5840,1,1,1.0,3,171.86,76.36,4.18,250,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Seventh Mountain, Bend, OR",4.0,57.29,https://www.airbnb.com/rooms/sample_37390,Shoulder
Sample Property 1510,5,7,4.0,12,490.18,264.09,3.7,174,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Larkspur, Bend, OR",4.6,40.85,https://www.airbnb.com/rooms/sample_74443,Peak
Sample Property 5457,3,5,2.0,8,240.71,156.22,4.91,96,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Southwest Bend, Bend, OR",4.7,30.09,https://www.airbnb.com/rooms/sample_74470,Shoulder
Sample Property 1883,4,4,4.0,9,314.9,213.99,3.71,199,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Sunriver, OR",4.9,34.99,https://www.airbnb.com/rooms/sample_8121,Shoulder
Sample Property 2308,2,2,1.0,6,147.16,143.53,4.44,40,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Larkspur, Bend, OR",4.2,24.53,https://www.airbnb.com/rooms/sample_76216,Off-Peak
Sample Property 8919,2,3,2.0,4,255.72,142.52,4.79,292,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Old Bend, Bend, OR",4.6,63.93,https://www.airbnb.com/rooms/sample_56407,Peak
Sample Property 7437,1,3,1.0,4,167.77,84.93,4.41,253,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Larkspur, Bend, OR",4.7,41.94,https://www.airbnb.com/rooms/sample_7905,Peak
Sample Property 7227,2,4,1.0,4,111.01,134.36,3.92,279,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Summit West, Bend, OR",4.9,27.75,https://www.airbnb.com/rooms/sample_93410,Off-Peak
Sample Property 8546,2,3,2.0,5,182.71,135.69,4.18,249,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Sunriver, OR",4.8,36.54,https://www.airbnb.com/rooms/sample_64649,Shoulder
Sample Property 6608,3,5,3.0,6,310.31,163.29,4.54,251,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Southwest Bend, Bend, OR",4.3,51.72,https://www.airbnb.com/rooms/sample_71881,Peak
Sample Property 8540,1,2,1.0,4,146.17,88.44,4.38,178,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Larkspur, Bend, OR",4.3,36.54,https://www.airbnb.com/rooms/sample_27468,Shoulder
Sample Property 7862,5,5,5.0,10,266.57,239.12,4.45,16,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Tumalo State Park, Bend, OR",4.2,26.66,https://www.airbnb.com/rooms/sample_29765,Off-Peak
Sample Property 7042,1,2,1.0,3,192.86,92.47,4.66,5,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Old Bend, Bend, OR",4.7,64.29,https://www.airbnb.com/rooms/sample_22579,Peak
Sample Property 3243,3,5,2.0,8,185.15,173.54,4.71,61,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Larkspur, Bend, OR",4.3,23.14,https://www.airbnb.com/rooms/sample_6554,Shoulder
Sample Property 8069,3,3,3.0,7,153.19,176.87,3.97,277,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Tumalo State Park, Bend, OR",4.7,21.88,https://www.airbnb.com/rooms/sample_89910,Off-Peak
Sample Property 5661,2,2,1.0,5,101.45,126.65,3.97,118,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Sunriver, OR",4.9,20.29,https://www.airbnb.com/rooms/sample_38295,Off-Peak
Sample Property 1619,3,5,3.0,6,243.94,178.02,3.55,264,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Southwest Bend, Bend, OR",4.5,40.66,https://www.airbnb.com/rooms/sample_54699,Shoulder
Sample Property 3655,3,5,2.0,8,235.99,173.68,4.69,226,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Southwest Bend, Bend, OR",4.1,29.5,https://www.airbnb.com/rooms/sample_99277,Shoulder
Sample Property 6588,5,7,5.0,11,269.51,252.65,4.81,187,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire cabin,"Tumalo State Park, Bend, OR",4.8,24.5,https://www.airbnb.com/rooms/sample_82502,Off-Peak
Sample Property 1400,4,6,4.0,10,306.71,202.76,4.7,68,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Sunriver, OR",4.5,30.67,https://www.airbnb.com/rooms/sample_88679,Shoulder
Sample Property 8470,3,3,3.0,7,269.46,190.56,4.83,221,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Larkspur, Bend, OR",5.0,38.49,https://www.airbnb.com/rooms/sample_4301,Shoulder
Sample Property 7793,3,4,2.0,8,235.33,186.74,4.66,96,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Sunriver, OR",4.8,29.42,https://www.airbnb.com/rooms/sample_82971,Shoulder
Sample Property 9167,2,3,1.0,5,149.79,130.85,4.03,228,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Tumalo State Park, Bend, OR",4.2,29.96,https://www.airbnb.com/rooms/sample_92322,Off-Peak
Sample Property 6936,2,2,1.0,4,149.72,136.14,3.86,161,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Larkspur, Bend, OR",4.3,37.43,https://www.airbnb.com/rooms/sample_27921,Shoulder
Sample Property 5916,4,6,4.0,9,304.17,202.25,3.9,23,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire home,"Old Bend, Bend, OR",4.3,33.8,https://www.airbnb.com/rooms/sample_57347,Shoulder
Sample Property 2141,5,6,5.0,12,336.65,235.29,3.77,33,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Tumalo State Park, Bend, OR",4.2,28.05,https://www.airbnb.com/rooms/sample_36777,Shoulder
Sample Property 3398,5,5,5.0,12,389.38,268.2,4.82,291,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Larkspur, Bend, OR",4.4,32.45,https://www.airbnb.com/rooms/sample_44654,Shoulder
Sample Property 7632,2,4,1.0,5,189.17,131.69,4.69,287,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Summit West, Bend, OR",4.9,37.83,https://www.airbnb.com/rooms/sample_57772,Shoulder
Sample Property 3058,2,4,1.0,4,116.82,99.48,4.84,218,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Tumalo State Park, Bend, OR",4.1,29.2,https://www.airbnb.com/rooms/sample_71836,Off-Peak
Sample Property 1881,3,4,2.0,8,215.83,166.4,4.54,34,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Seventh Mountain, Bend, OR",4.2,26.98,https://www.airbnb.com/rooms/sample_32927,Shoulder
Sample Property 8803,4,4,3.0,8,191.88,209.35,4.58,110,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Tumalo State Park, Bend, OR",4.8,23.98,https://www.airbnb.com/rooms/sample_15910,Off-Peak
Sample Property 8630,3,5,3.0,7,247.89,184.81,3.77,127,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Larkspur, Bend, OR",5.0,35.41,https://www.airbnb.com/rooms/sample_75258,Shoulder
Sample Property 4909,2,3,1.0,4,145.8,138.69,4.84,37,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire home,"Southwest Bend, Bend, OR",4.9,36.45,https://www.airbnb.com/rooms/sample_51433,Shoulder
Sample Property 1465,4,4,3.0,9,253.86,217.24,4.36,68,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire townhouse,"Southwest Bend, Bend, OR",4.9,28.21,https://www.airbnb.com/rooms/sample_61924,Off-Peak
Sample Property 9287,1,1,1.0,2,168.48,90.35,4.65,277,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire cabin,"Summit West, Bend, OR",4.3,84.24,https://www.airbnb.com/rooms/sample_35110,Shoulder
Sample Property 6127,3,3,3.0,7,369.9,169.63,4.47,26,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Larkspur, Bend, OR",5.0,52.84,https://www.airbnb.com/rooms/sample_87939,Peak
Sample Property 2440,3,4,3.0,7,231.69,154.89,4.16,284,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Room,"Summit West, Bend, OR",4.7,33.1,https://www.airbnb.com/rooms/sample_87484,Shoulder
Sample Property 9792,5,6,4.0,11,361.91,269.72,4.21,130,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Seventh Mountain, Bend, OR",4.8,32.9,https://www.airbnb.com/rooms/sample_50305,Shoulder
Sample Property 6977,1,1,1.0,4,102.65,84.67,3.62,186,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Entire condo,"Summit West, Bend, OR",4.7,25.66,https://www.airbnb.com/rooms/sample_9115,Off-Peak
Sample Property 3612,3,3,2.0,6,243.38,175.33,4.69,95,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire condo,"Larkspur, Bend, OR",4.1,40.56,https://www.airbnb.com/rooms/sample_30541,Shoulder
Sample Property 8686,4,6,3.0,10,184.91,211.28,4.87,66,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Summit West, Bend, OR",4.9,18.49,https://www.airbnb.com/rooms/sample_90725,Off-Peak
Sample Property 4587,1,3,1.0,3,184.69,105.66,4.23,175,0,"WiFi, Parking, TV, Kitchen, Washer, Dryer",0,Entire townhouse,"Southwest Bend, Bend, OR",4.8,61.56,https://www.airbnb.com/rooms/sample_49855,Peak
Sample Property 2878,1,3,1.0,2,94.05,74.43,4.26,19,1,"WiFi, Parking, TV, Kitchen, Washer, Dryer",1,Room,"Seventh Mountain, Bend, OR",4.9,47.02,https://www.airbnb.com/rooms/sample_22797,Off-Peak
